timestamp,device_id,device_type,ward,life_support,criticality_tier,protocol,src_ip,dst_port,ecg_raw_value,heart_rate_bpm,r_peak_detected,rhythm_label,label,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,fall_detected,posture_event,temperature_celsius,attack_type,is_attack,anomaly_flag,prediction
1111850,32,0,2,False,7,0,57,1883,2100.0,77.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1113859,32,0,2,False,7,0,57,1883,2042.0,77.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1115890,32,0,2,False,7,0,57,1883,1963.0,78.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1117897,32,0,2,False,7,0,57,1883,1896.0,78.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1119905,32,0,2,False,7,0,57,1883,1913.0,78.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1121923,32,0,2,False,7,0,57,1883,1834.0,77.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1123951,32,0,2,False,7,0,57,1883,1818.0,78.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1125980,32,0,2,False,7,0,57,1883,1724.0,79.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1128007,32,0,2,False,7,0,57,1883,1759.0,80.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1130023,32,0,2,False,7,0,57,1883,1756.0,80.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1132038,32,0,2,False,7,0,57,1883,1772.0,82.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1134060,32,0,2,False,7,0,57,1883,1775.0,82.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1136079,32,0,2,False,7,0,57,1883,1811.0,83.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1138088,32,0,2,False,7,0,57,1883,1843.0,83.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1140089,32,0,2,False,7,0,57,1883,1923.0,83.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1142103,32,0,2,False,7,0,57,1883,1958.0,84.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1144137,32,0,2,False,7,0,57,1883,2068.0,82.0,1,1,0,,,,,,,-1,-1,,-1,-1,1,
1146153,32,0,2,False,7,0,57,1883,2117.0,82.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1148180,32,0,2,False,7,0,57,1883,2143.0,81.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1150185,32,0,2,False,7,0,57,1883,2259.0,83.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1152220,32,0,2,False,7,0,57,1883,2274.0,84.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1154236,32,0,2,False,7,0,57,1883,2287.0,84.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1156237,32,0,2,False,7,0,57,1883,2321.0,83.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1158264,32,0,2,False,7,0,57,1883,2380.0,84.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1160298,32,0,2,False,7,0,57,1883,2344.0,84.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1162332,32,0,2,False,7,0,57,1883,2321.0,83.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1164365,32,0,2,False,7,0,57,1883,2299.0,82.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1166396,32,0,2,False,7,0,57,1883,2277.0,83.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1168420,32,0,2,False,7,0,57,1883,2228.0,83.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1170425,32,0,2,False,7,0,57,1883,2203.0,82.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1172432,32,0,2,False,7,0,57,1883,2069.0,82.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1174454,32,0,2,False,7,0,57,1883,2065.0,83.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1176476,32,0,2,False,7,0,57,1883,1971.0,83.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1178506,32,0,2,False,7,0,57,1883,1922.0,84.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1180518,32,0,2,False,7,0,57,1883,1863.0,84.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1182548,32,0,2,False,7,0,57,1883,1828.0,84.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1184561,32,0,2,False,7,0,57,1883,1773.0,85.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1186581,32,0,2,False,7,0,57,1883,1755.0,82.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1188616,32,0,2,False,7,0,57,1883,1750.0,82.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1190629,32,0,2,False,7,0,57,1883,1798.0,82.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1192633,32,0,2,False,7,0,57,1883,1745.0,82.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1194641,32,0,2,False,7,0,57,1883,1762.0,83.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1196667,32,0,2,False,7,0,57,1883,1772.0,83.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1198692,32,0,2,False,7,0,57,1883,1885.0,82.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1200724,32,0,2,False,7,0,57,1883,1959.0,81.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1202742,32,0,2,False,7,0,57,1883,1947.0,82.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1204748,32,0,2,False,7,0,57,1883,2082.0,79.0,1,1,0,,,,,,,-1,-1,,-1,-1,1,
1206760,32,0,2,False,7,0,57,1883,2104.0,79.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1208766,32,0,2,False,7,0,57,1883,2188.0,78.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1210795,32,0,2,False,7,0,57,1883,2208.0,78.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1212824,32,0,2,False,7,0,57,1883,2276.0,78.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1214847,32,0,2,False,7,0,57,1883,2290.0,77.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1216851,32,0,2,False,7,0,57,1883,2349.0,78.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1218875,32,0,2,False,7,0,57,1883,2342.0,77.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1220886,32,0,2,False,7,0,57,1883,2342.0,77.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1222915,32,0,2,False,7,0,57,1883,2335.0,77.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1224939,32,0,2,False,7,0,57,1883,2354.0,76.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1226942,32,0,2,False,7,0,57,1883,2247.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1228966,32,0,2,False,7,0,57,1883,2254.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1231003,32,0,2,False,7,0,57,1883,2188.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1233024,32,0,2,False,7,0,57,1883,2095.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1235032,32,0,2,False,7,0,57,1883,2050.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1237066,32,0,2,False,7,0,57,1883,2006.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1239083,32,0,2,False,7,0,57,1883,1887.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1241097,32,0,2,False,7,0,57,1883,1871.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1243129,32,0,2,False,7,0,57,1883,1837.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1245134,32,0,2,False,7,0,57,1883,1804.0,73.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1247163,32,0,2,False,7,0,57,1883,1761.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1249184,32,0,2,False,7,0,57,1883,1715.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1251220,32,0,2,False,7,0,57,1883,1735.0,73.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1253231,32,0,2,False,7,0,57,1883,1707.0,72.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1255243,32,0,2,False,7,0,57,1883,1759.0,72.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1257251,32,0,2,False,7,0,57,1883,1820.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1259267,32,0,2,False,7,0,57,1883,1866.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1261303,32,0,2,False,7,0,57,1883,1913.0,73.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1263339,32,0,2,False,7,0,57,1883,2023.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1265344,32,0,2,False,7,0,57,1883,2140.0,73.0,1,1,0,,,,,,,-1,-1,,-1,-1,1,
1267375,32,0,2,False,7,0,57,1883,2103.0,72.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1269412,32,0,2,False,7,0,57,1883,2199.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1271417,32,0,2,False,7,0,57,1883,2236.0,72.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1273440,32,0,2,False,7,0,57,1883,2304.0,73.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1275476,32,0,2,False,7,0,57,1883,2295.0,73.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1277485,32,0,2,False,7,0,57,1883,2355.0,72.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1279489,32,0,2,False,7,0,57,1883,2320.0,72.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1281509,32,0,2,False,7,0,57,1883,2365.0,72.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1283524,32,0,2,False,7,0,57,1883,2382.0,71.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1285543,32,0,2,False,7,0,57,1883,2292.0,72.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1287579,32,0,2,False,7,0,57,1883,2305.0,71.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1289614,32,0,2,False,7,0,57,1883,2244.0,72.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1291624,32,0,2,False,7,0,57,1883,2200.0,73.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1293646,32,0,2,False,7,0,57,1883,2083.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1295648,32,0,2,False,7,0,57,1883,2077.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1297685,32,0,2,False,7,0,57,1883,2002.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1299722,32,0,2,False,7,0,57,1883,1943.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1301754,32,0,2,False,7,0,57,1883,1851.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1303774,32,0,2,False,7,0,57,1883,1829.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1305800,32,0,2,False,7,0,57,1883,1797.0,73.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1307804,32,0,2,False,7,0,57,1883,1784.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1309834,32,0,2,False,7,0,57,1883,1782.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1311855,32,0,2,False,7,0,57,1883,1732.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1313878,32,0,2,False,7,0,57,1883,1760.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1315902,32,0,2,False,7,0,57,1883,1787.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1317918,32,0,2,False,7,0,57,1883,1829.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1319934,32,0,2,False,7,0,57,1883,1877.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1321959,32,0,2,False,7,0,57,1883,1906.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1323970,32,0,2,False,7,0,57,1883,1931.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1325991,32,0,2,False,7,0,57,1883,2061.0,76.0,1,1,0,,,,,,,-1,-1,,-1,-1,1,
1328024,32,0,2,False,7,0,57,1883,2121.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1330056,32,0,2,False,7,0,57,1883,2178.0,76.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1332089,32,0,2,False,7,0,57,1883,2229.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1334112,32,0,2,False,7,0,57,1883,2277.0,76.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1336143,32,0,2,False,7,0,57,1883,2310.0,76.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1338150,32,0,2,False,7,0,57,1883,2355.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1340174,32,0,2,False,7,0,57,1883,2322.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1342200,32,0,2,False,7,0,57,1883,2356.0,76.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1344224,32,0,2,False,7,0,57,1883,2330.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1346257,32,0,2,False,7,0,57,1883,2317.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1348265,32,0,2,False,7,0,57,1883,2279.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1350289,32,0,2,False,7,0,57,1883,2202.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1352313,32,0,2,False,7,0,57,1883,2153.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1354346,32,0,2,False,7,0,57,1883,2114.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1356349,32,0,2,False,7,0,57,1883,2065.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1358380,32,0,2,False,7,0,57,1883,1983.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1360413,32,0,2,False,7,0,57,1883,1970.0,76.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1362434,32,0,2,False,7,0,57,1883,1936.0,77.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1364454,32,0,2,False,7,0,57,1883,1808.0,76.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1366487,32,0,2,False,7,0,57,1883,1780.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1368507,32,0,2,False,7,0,57,1883,1763.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1370529,32,0,2,False,7,0,57,1883,1687.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1372549,32,0,2,False,7,0,57,1883,1711.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1374551,32,0,2,False,7,0,57,1883,1751.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1376588,32,0,2,False,7,0,57,1883,1796.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1378619,32,0,2,False,7,0,57,1883,1855.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1380644,32,0,2,False,7,0,57,1883,1901.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1382647,32,0,2,False,7,0,57,1883,1908.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1384660,32,0,2,False,7,0,57,1883,1988.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1386670,32,0,2,False,7,0,57,1883,2056.0,74.0,1,1,0,,,,,,,-1,-1,,-1,-1,1,
1388703,32,0,2,False,7,0,57,1883,2054.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1390707,32,0,2,False,7,0,57,1883,2140.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1392743,32,0,2,False,7,0,57,1883,2257.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1394777,32,0,2,False,7,0,57,1883,2314.0,72.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1396807,32,0,2,False,7,0,57,1883,2295.0,73.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1398830,32,0,2,False,7,0,57,1883,2288.0,72.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1400847,32,0,2,False,7,0,57,1883,2335.0,72.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1402863,32,0,2,False,7,0,57,1883,2367.0,72.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1404883,32,0,2,False,7,0,57,1883,2294.0,72.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1406915,32,0,2,False,7,0,57,1883,2328.0,71.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1408933,32,0,2,False,7,0,57,1883,2302.0,71.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1410968,32,0,2,False,7,0,57,1883,2272.0,70.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1412991,32,0,2,False,7,0,57,1883,2157.0,71.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1415010,32,0,2,False,7,0,57,1883,2126.0,73.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1417016,32,0,2,False,7,0,57,1883,2070.0,72.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1419033,32,0,2,False,7,0,57,1883,1968.0,72.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1421068,32,0,2,False,7,0,57,1883,1957.0,72.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1423086,32,0,2,False,7,0,57,1883,1897.0,73.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1425102,32,0,2,False,7,0,57,1883,1862.0,73.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1427136,32,0,2,False,7,0,57,1883,1806.0,73.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1429143,32,0,2,False,7,0,57,1883,1783.0,72.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1431150,32,0,2,False,7,0,57,1883,1737.0,72.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1433186,32,0,2,False,7,0,57,1883,1747.0,72.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1435217,32,0,2,False,7,0,57,1883,1765.0,72.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1437236,32,0,2,False,7,0,57,1883,1820.0,71.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1439242,32,0,2,False,7,0,57,1883,1810.0,71.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1441245,32,0,2,False,7,0,57,1883,1863.0,71.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1443257,32,0,2,False,7,0,57,1883,1923.0,72.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1445283,32,0,2,False,7,0,57,1883,1970.0,72.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1447302,32,0,2,False,7,0,57,1883,2045.0,72.0,1,1,0,,,,,,,-1,-1,,-1,-1,1,
1449339,32,0,2,False,7,0,57,1883,2075.0,70.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1451361,32,0,2,False,7,0,57,1883,2243.0,70.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1453396,32,0,2,False,7,0,57,1883,2216.0,68.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1455405,32,0,2,False,7,0,57,1883,2248.0,69.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1457418,32,0,2,False,7,0,57,1883,2286.0,69.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1459448,32,0,2,False,7,0,57,1883,2301.0,68.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1461449,32,0,2,False,7,0,57,1883,2302.0,68.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1463486,32,0,2,False,7,0,57,1883,2331.0,68.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1465512,32,0,2,False,7,0,57,1883,2306.0,68.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1467518,32,0,2,False,7,0,57,1883,2314.0,68.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1469527,32,0,2,False,7,0,57,1883,2279.0,66.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1471528,32,0,2,False,7,0,57,1883,2242.0,66.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1473546,32,0,2,False,7,0,57,1883,2163.0,67.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1475583,32,0,2,False,7,0,57,1883,2112.0,68.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1477599,32,0,2,False,7,0,57,1883,2052.0,68.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1479619,32,0,2,False,7,0,57,1883,2017.0,69.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1481639,32,0,2,False,7,0,57,1883,1892.0,68.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1483658,32,0,2,False,7,0,57,1883,1884.0,68.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1485667,32,0,2,False,7,0,57,1883,1828.0,67.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1487691,32,0,2,False,7,0,57,1883,1804.0,66.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1489722,32,0,2,False,7,0,57,1883,1717.0,66.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1491736,32,0,2,False,7,0,57,1883,1711.0,66.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1493742,32,0,2,False,7,0,57,1883,1744.0,65.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1495766,32,0,2,False,7,0,57,1883,1777.0,66.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
1497770,32,0,2,False,7,0,57,1883,1740.0,67.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
