timestamp,device_id,attack_type,is_attack,anomaly_flag,classification,ai_prediction,priority_label,action_taken,data_source,group_id,incident_id
1158264,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1160298,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1162332,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1164365,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1166396,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1168420,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1170425,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1172432,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1174454,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1176476,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1178506,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1180518,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1182548,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1184561,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1186581,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1188616,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1190629,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1192633,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1194641,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1196667,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1198692,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1200724,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1202742,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1204748,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1206760,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1208766,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1210795,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1212824,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1214847,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1216851,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1218875,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1220886,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1222915,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1224939,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1226942,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1228966,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1231003,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1233024,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1235032,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1237066,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1239083,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1241097,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1243129,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1245134,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1247163,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1249184,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1251220,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1253231,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1255243,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1257251,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1259267,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1261303,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1263339,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1265344,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1267375,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1269412,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1271417,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1273440,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1275476,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1277485,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1279489,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1281509,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1283524,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1285543,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1287579,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1289614,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1291624,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1293646,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1295648,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1297685,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1299722,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1301754,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1303774,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1305800,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1307804,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1309834,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1311855,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1313878,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1315902,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1317918,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1319934,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1321959,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1323970,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1325991,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1328024,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1330056,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1332089,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1334112,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1336143,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1338150,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1340174,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1342200,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1344224,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1346257,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1348265,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1350289,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1352313,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1354346,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1356349,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1358380,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1360413,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1362434,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1364454,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1366487,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1368507,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1370529,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1372549,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1374551,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1376588,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1378619,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1380644,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1382647,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1384660,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1386670,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1388703,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1390707,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1392743,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1394777,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1396807,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1398830,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1400847,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1402863,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1404883,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1406915,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1408933,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1410968,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1412991,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1415010,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1417016,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1419033,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1421068,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1423086,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1425102,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1427136,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1429143,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1431150,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1433186,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1435217,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1437236,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1439242,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1441245,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1443257,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1445283,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1447302,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1449339,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1451361,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1453396,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1455405,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1457418,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1459448,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1461449,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1463486,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1465512,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1467518,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1469527,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1471528,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1473546,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1475583,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1477599,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1479619,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1481639,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1483658,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1485667,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1487691,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1489722,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1491736,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1493742,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1495766,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1497770,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1499783,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1501804,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1503818,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1505851,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1507860,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1509864,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1511884,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1513885,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1515888,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1517923,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1519928,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1521947,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1523974,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1526003,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1528028,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1530063,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1532071,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1534105,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1536106,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1538136,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1540171,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1542201,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1544209,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1546211,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1548214,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1550218,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1552247,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1554251,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1556266,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1558287,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1560308,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1562342,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1564346,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1566358,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1568390,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1570415,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1572442,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1574454,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1576469,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1578499,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1580526,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1582542,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1584548,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1586554,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1588558,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1590561,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1592597,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1594619,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1596633,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1598641,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1600657,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1602683,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1604702,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1606725,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1608757,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1610788,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1612802,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1614839,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1616841,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1618868,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1620883,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1622915,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1624937,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1626969,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1628992,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1631024,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1633028,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1635033,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1637034,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1639049,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1641063,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1643094,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1645129,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1647163,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1649182,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1651210,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1653217,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1655233,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
1657256,32,-1,-1,1,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,
