timestamp,device_id,attack_type,is_attack,anomaly_flag,classification,ai_prediction,priority_label,action_taken,data_source,group_id,incident_id,sensor_source,ward,alert_count,devices_affected,wards_affected,life_support_involved
1109823.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1111850.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1113859.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1115890.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1117897.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1119905.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1121923.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1123951.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1125980.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1128007.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1130023.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1132038.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1134060.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1136079.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1138088.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1140089.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1142103.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1144137.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1146153.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1148180.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1150185.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1152220.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1154236.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1156237.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1158264.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1160298.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1162332.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1164365.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1166396.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1168420.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1170425.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1172432.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1174454.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1176476.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1178506.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1180518.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1182548.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1184561.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1186581.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1188616.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1190629.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1192633.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1194641.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1196667.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1198692.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1200724.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1202742.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1204748.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1206760.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1208766.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1210795.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1212824.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1214847.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1216851.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1218875.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1220886.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1222915.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1224939.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1226942.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1228966.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1231003.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1233024.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1235032.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1237066.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1239083.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1241097.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1243129.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1245134.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1247163.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1249184.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1251220.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1253231.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1255243.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1257251.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1259267.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1261303.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1263339.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1265344.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1267375.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1269412.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1271417.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1273440.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1275476.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1277485.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1279489.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1281509.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1283524.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1285543.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1287579.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1289614.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1291624.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1293646.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1295648.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1297685.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1299722.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1301754.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1303774.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1305800.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1307804.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1309834.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1311855.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1313878.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1315902.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1317918.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1319934.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1321959.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1323970.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1325991.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1328024.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1330056.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1332089.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1334112.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1336143.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1338150.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1340174.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1342200.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1344224.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1346257.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1348265.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1350289.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1352313.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1354346.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1356349.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1358380.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1360413.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1362434.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1364454.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1366487.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1368507.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1370529.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1372549.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1374551.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1376588.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1378619.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1380644.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1382647.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1384660.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1386670.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1388703.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1390707.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1392743.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1394777.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1396807.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1398830.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1400847.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1402863.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1404883.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1406915.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1408933.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1410968.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1412991.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1415010.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1417016.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1419033.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1421068.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1423086.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1425102.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1427136.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1429143.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1431150.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1433186.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1435217.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1437236.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1439242.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1441245.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1443257.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1445283.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1447302.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1449339.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1451361.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1453396.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1455405.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1457418.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1459448.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1461449.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1463486.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1465512.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1467518.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1469527.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1471528.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1473546.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1475583.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1477599.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1479619.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1481639.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1483658.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1485667.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1487691.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1489722.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1491736.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1493742.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1495766.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1497770.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1499783.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1501804.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1503818.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1505851.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1507860.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1509864.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1511884.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1513885.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1515888.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1517923.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1519928.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1521947.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1523974.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1526003.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1528028.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1530063.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1532071.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1534105.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
1536106.0,32,-1,-1,1.0,ANOMALY,,MEDIUM,MONITORING,detection_results,-1,,,,,,,
