incident_id,group_id,group_category,alert_count,attack_types,wards_affected,devices_affected,src_ips,max_priority,incident_priority,life_support_involved,predicted_attack_count,normal_count,critical_count,high_count,start_timestamp,end_timestamp
INC-0016,16,critical,1,normal,CRITICAL_CARE,890cc34f,10.86.xxx.xxx,CRITICAL,CRITICAL,True,1,0,0,0,1777829734881,1777829734881
INC-0017,17,critical,1,normal,CRITICAL_CARE,890cc34f,10.86.xxx.xxx,CRITICAL,CRITICAL,True,1,0,0,0,1777830515695,1777830515695
INC-0018,18,critical,1,normal,CRITICAL_CARE,890cc34f,10.86.xxx.xxx,CRITICAL,CRITICAL,True,1,0,0,0,1777833478670,1777833478670
INC-0019,19,critical,1,normal,CRITICAL_CARE,890cc34f,10.86.xxx.xxx,CRITICAL,CRITICAL,True,1,0,0,0,1777833687020,1777833687020
INC-0020,20,critical,1,normal,CRITICAL_CARE,890cc34f,10.86.xxx.xxx,CRITICAL,CRITICAL,True,1,0,0,0,1777916726925,1777916726925
INC-0021,21,critical,1,normal,CRITICAL_CARE,890cc34f,10.86.xxx.xxx,CRITICAL,CRITICAL,True,1,0,0,0,1777948497878,1777948497878
INC-0022,22,critical,2,normal,CRITICAL_CARE,890cc34f,10.86.xxx.xxx,CRITICAL,CRITICAL,True,2,0,0,0,1777963151198,1777963182402
INC-0023,23,critical,1,normal,CRITICAL_CARE,890cc34f,10.86.xxx.xxx,CRITICAL,CRITICAL,True,1,0,0,0,1777963354754,1777963354754
INC-0024,24,critical,1,normal,CRITICAL_CARE,890cc34f,10.86.xxx.xxx,CRITICAL,CRITICAL,True,1,0,0,0,1777963426291,1777963426291
INC-0025,25,critical,1,sensor_spoofing,Ward_02,ECG_ESP32_001,10.38.16.20,CRITICAL,CRITICAL,False,1,0,0,1,1777712278197,1777712278197
INC-0026,26,critical,1,sensor_spoofing,Ward_02,ECG_ESP32_001,10.38.16.20,CRITICAL,CRITICAL,False,0,1,0,1,1777733122565,1777733122565
INC-0027,27,critical,1,sensor_spoofing,Ward_02,ECG_ESP32_001,10.38.16.20,CRITICAL,CRITICAL,False,0,1,0,1,1777736754587,1777736754587
INC-0028,28,critical,1,sensor_spoofing,Ward_02,ECG_ESP32_001,10.38.16.20,CRITICAL,CRITICAL,False,0,1,0,1,1777736857423,1777736857423
INC-0029,29,critical,1,sensor_spoofing,Ward_02,ECG_ESP32_001,10.38.16.20,CRITICAL,CRITICAL,False,1,0,0,1,1777739614668,1777739614668
INC-0030,30,critical,1,sensor_spoofing,Ward_02,ECG_ESP32_001,10.38.16.20,CRITICAL,CRITICAL,False,1,0,0,1,1777741944528,1777741944528
INC-0031,31,critical,1,sensor_spoofing,Ward_02,ECG_ESP32_001,10.38.16.20,CRITICAL,CRITICAL,False,1,0,0,1,1777814519904,1777814519904
INC-0032,32,critical,3,"sensor_spoofing, normal",Ward_02,ECG_ESP32_001,10.38.16.20,CRITICAL,CRITICAL,False,1,2,0,1,1777814583238,1777814658750
INC-0033,33,critical,1,sensor_spoofing,Ward_02,ECG_ESP32_001,10.38.16.20,CRITICAL,CRITICAL,False,1,0,0,1,1777819228527,1777819228527
INC-0034,34,critical,1,sensor_spoofing,Ward_02,ECG_ESP32_001,10.38.16.20,CRITICAL,CRITICAL,False,1,0,0,1,1777830515695,1777830515695
INC-0035,35,critical,1,sensor_spoofing,Ward_02,ECG_ESP32_001,10.38.16.20,CRITICAL,CRITICAL,False,1,0,0,1,1777833727037,1777833727037
INC-0036,36,critical,1,sensor_spoofing,Ward_02,ECG_ESP32_001,10.38.16.20,CRITICAL,CRITICAL,False,1,0,0,1,1777963457261,1777963457261
INC-0037,37,high,1,ddos,Ward_01,MOTION_ESP32_001,10.98.160.21,HIGH,HIGH,False,1,0,0,1,1777712266039,1777712266039
INC-0038,38,high,1,device_identity_spoofing,Ward_01,MOTION_ESP32_001,10.98.160.21,HIGH,HIGH,False,0,1,0,1,1777822642037,1777822642037
INC-0039,39,high,1,device_identity_spoofing,Ward_01,MOTION_ESP32_001,10.98.160.21,HIGH,HIGH,False,1,0,0,1,1777831492011,1777831492011
INC-0040,40,high,1,data_tampering,General_Ward,TEMP_ESP32_001,10.18.166.210,HIGH,HIGH,False,1,0,0,1,1777712272331,1777712272331
INC-0041,41,high,1,device_identity_spoofing,General_Ward,TEMP_ESP32_001,10.18.166.210,HIGH,HIGH,False,0,1,0,1,1777736937325,1777736937325
INC-0042,42,high,1,device_identity_spoofing,General_Ward,TEMP_ESP32_001,10.18.166.210,HIGH,HIGH,False,0,1,0,1,1777739696465,1777739696465
INC-0043,43,high,1,device_identity_spoofing,General_Ward,TEMP_ESP32_001,10.18.166.210,HIGH,HIGH,False,0,1,0,1,1777739780251,1777739780251
INC-0044,44,high,1,device_identity_spoofing,General_Ward,TEMP_ESP32_001,10.18.166.210,HIGH,HIGH,False,1,0,0,1,1777741934824,1777741934824
INC-0045,45,high,1,device_identity_spoofing,General_Ward,TEMP_ESP32_001,10.18.166.210,HIGH,HIGH,False,0,1,0,1,1777815631996,1777815631996
INC-0046,46,high,1,device_identity_spoofing,General_Ward,TEMP_ESP32_001,10.18.166.210,HIGH,HIGH,False,0,1,0,1,1777819993349,1777819993349
INC-0047,47,high,1,device_identity_spoofing,General_Ward,TEMP_ESP32_001,10.18.166.210,HIGH,HIGH,False,0,1,0,1,1777822633616,1777822633616
INC-0048,48,high,1,device_identity_spoofing,General_Ward,TEMP_ESP32_001,10.18.166.210,HIGH,HIGH,False,1,0,0,1,1777827013746,1777827013746
INC-0049,49,high,1,device_identity_spoofing,General_Ward,TEMP_ESP32_001,10.18.166.210,HIGH,HIGH,False,0,1,0,1,1777832198088,1777832198088
INC-0050,50,normal,2,normal,CRITICAL_CARE,890cc34f,10.86.xxx.xxx,LOW,LOW,True,0,2,0,0,1777814472770,1777814501671
INC-0051,51,normal,1,normal,CRITICAL_CARE,890cc34f,10.86.xxx.xxx,LOW,LOW,True,0,1,0,0,1777814629108,1777814629108
INC-0052,52,normal,1,normal,CRITICAL_CARE,890cc34f,10.86.xxx.xxx,LOW,LOW,True,0,1,0,0,1777815620055,1777815620055
INC-0053,53,normal,1,normal,CRITICAL_CARE,890cc34f,10.86.xxx.xxx,LOW,LOW,True,0,1,0,0,1777916702437,1777916702437
INC-0054,54,normal,2,normal,CRITICAL_CARE,890cc34f,10.86.xxx.xxx,LOW,LOW,True,0,2,0,0,1777963292484,1777963324091
INC-0055,55,normal,12,normal,Ward_02,ECG_ESP32_001,10.38.16.20,LOW,LOW,False,0,12,0,0,1777730909704,1777731098181
INC-0056,56,normal,4,normal,Ward_02,ECG_ESP32_001,10.38.16.20,LOW,LOW,False,0,4,0,0,1777733055919,1777733111158
INC-0057,57,normal,31,normal,Ward_02,ECG_ESP32_001,10.38.16.20,LOW,LOW,False,0,31,0,0,1777734167851,1777734396367
INC-0058,58,normal,1,normal,Ward_02,ECG_ESP32_001,10.38.16.20,LOW,LOW,False,0,1,0,0,1777739537284,1777739537284
INC-0059,59,normal,2,normal,Ward_02,ECG_ESP32_001,10.38.16.20,LOW,LOW,False,0,2,0,0,1777739780251,1777739791887
INC-0060,60,normal,3,normal,Ward_02,ECG_ESP32_001,10.38.16.20,LOW,LOW,False,0,3,0,0,1777741876027,1777741934824
INC-0061,61,normal,2,normal,Ward_02,ECG_ESP32_001,10.38.16.20,LOW,LOW,False,0,2,0,0,1777814483793,1777814507500
INC-0062,62,normal,24,normal,Ward_02,ECG_ESP32_001,10.38.16.20,LOW,LOW,False,0,24,0,0,1777815626048,1777815800336
INC-0063,63,normal,1,normal,Ward_02,ECG_ESP32_001,10.38.16.20,LOW,LOW,False,0,1,0,0,1777816879095,1777816879095
INC-0064,64,normal,1,normal,Ward_02,ECG_ESP32_001,10.38.16.20,LOW,LOW,False,0,1,0,0,1777818900709,1777818900709
INC-0065,65,normal,1,normal,Ward_02,ECG_ESP32_001,10.38.16.20,LOW,LOW,False,0,1,0,0,1777822392620,1777822392620
INC-0066,66,normal,39,normal,Ward_02,ECG_ESP32_001,10.38.16.20,LOW,LOW,False,0,39,0,0,1777822633616,1777822879142
INC-0067,67,normal,1,normal,Ward_02,ECG_ESP32_001,10.38.16.20,LOW,LOW,False,0,1,0,0,1777825862051,1777825862051
INC-0068,68,normal,42,normal,Ward_02,ECG_ESP32_001,10.38.16.20,LOW,LOW,False,0,42,0,0,1777827013746,1777827471692
INC-0069,69,normal,56,normal,Ward_02,ECG_ESP32_001,10.38.16.20,LOW,LOW,False,0,56,0,0,1777829746558,1777830172070
INC-0070,70,normal,1,normal,Ward_02,ECG_ESP32_001,10.38.16.20,LOW,LOW,False,0,1,0,0,1777833488193,1777833488193
INC-0071,71,normal,1,normal,Ward_02,ECG_ESP32_001,10.38.16.20,LOW,LOW,False,0,1,0,0,1777833693041,1777833693041
INC-0072,72,normal,2,normal,Ward_02,ECG_ESP32_001,10.38.16.20,LOW,LOW,False,0,2,0,0,1777916708489,1777916733047
INC-0073,73,normal,1,normal,Ward_02,ECG_ESP32_001,10.38.16.20,LOW,LOW,False,0,1,0,0,1777948507967,1777948507967
INC-0074,74,normal,2,normal,Ward_02,ECG_ESP32_001,10.38.16.20,LOW,LOW,False,0,2,0,0,1777963159193,1777963190617
INC-0075,75,normal,3,normal,Ward_02,ECG_ESP32_001,10.38.16.20,LOW,LOW,False,0,3,0,0,1777963300122,1777963362993
INC-0076,76,normal,1,normal,Ward_02,ECG_ESP32_001,10.38.16.20,LOW,LOW,False,0,1,0,0,1777963434363,1777963434363
INC-0077,77,normal,13,normal,Ward_01,MOTION_ESP32_001,10.98.160.21,LOW,LOW,False,0,13,0,0,1777730898295,1777731109807
INC-0078,78,normal,3,normal,Ward_01,MOTION_ESP32_001,10.98.160.21,LOW,LOW,False,0,3,0,0,1777733070787,1777733105398
INC-0079,79,normal,26,normal,Ward_01,MOTION_ESP32_001,10.98.160.21,LOW,LOW,False,0,26,0,0,1777733923222,1777734252507
INC-0080,80,normal,27,normal,Ward_01,MOTION_ESP32_001,10.98.160.21,LOW,LOW,False,0,27,0,0,1777736857423,1777737032710
INC-0081,81,normal,27,normal,Ward_01,MOTION_ESP32_001,10.98.160.21,LOW,LOW,False,0,27,0,0,1777739525085,1777739791887
INC-0082,82,normal,1,normal,Ward_01,MOTION_ESP32_001,10.98.160.21,LOW,LOW,False,0,1,0,0,1777739888699,1777739888699
INC-0083,83,normal,18,normal,Ward_01,MOTION_ESP32_001,10.98.160.21,LOW,LOW,False,0,18,0,0,1777741887696,1777742031255
INC-0084,84,normal,24,normal,Ward_01,MOTION_ESP32_001,10.98.160.21,LOW,LOW,False,0,24,0,0,1777814495519,1777814806249
INC-0085,85,normal,27,normal,Ward_01,MOTION_ESP32_001,10.98.160.21,LOW,LOW,False,0,27,0,0,1777814940583,1777815411349
INC-0086,86,normal,23,normal,Ward_01,MOTION_ESP32_001,10.98.160.21,LOW,LOW,False,0,23,0,0,1777815631996,1777815800336
INC-0087,87,normal,14,normal,Ward_01,MOTION_ESP32_001,10.98.160.21,LOW,LOW,False,0,14,0,0,1777816891403,1777817108926
INC-0088,88,normal,15,normal,Ward_01,MOTION_ESP32_001,10.98.160.21,LOW,LOW,False,0,15,0,0,1777818871769,1777819111431
INC-0089,89,normal,10,normal,Ward_01,MOTION_ESP32_001,10.98.160.21,LOW,LOW,False,0,10,0,0,1777819221494,1777819289026
INC-0090,90,normal,16,normal,Ward_01,MOTION_ESP32_001,10.98.160.21,LOW,LOW,False,0,16,0,0,1777819980100,1777820074777
INC-0091,91,normal,3,normal,Ward_01,MOTION_ESP32_001,10.98.160.21,LOW,LOW,False,0,3,0,0,1777822405060,1777822441533
INC-0092,92,normal,6,normal,Ward_01,MOTION_ESP32_001,10.98.160.21,LOW,LOW,False,0,6,0,0,1777822561066,1777822633616
INC-0093,93,normal,119,normal,Ward_01,MOTION_ESP32_001,10.98.160.21,LOW,LOW,False,0,119,0,0,1777825885818,1777827471692
INC-0094,94,normal,55,normal,Ward_01,MOTION_ESP32_001,10.98.160.21,LOW,LOW,False,0,55,0,0,1777829780578,1777830172070
INC-0095,95,normal,53,normal,Ward_01,MOTION_ESP32_001,10.98.160.21,LOW,LOW,False,0,53,0,0,1777830515695,1777830902072
INC-0096,96,normal,2,normal,Ward_01,MOTION_ESP32_001,10.98.160.21,LOW,LOW,False,0,2,0,0,1777831468037,1777831484786
INC-0097,97,normal,19,normal,Ward_01,MOTION_ESP32_001,10.98.160.21,LOW,LOW,False,0,19,0,0,1777833499817,1777833757228
INC-0098,98,normal,34,normal,Ward_01,MOTION_ESP32_001,10.98.160.21,LOW,LOW,False,0,34,0,0,1777916662169,1777917227016
INC-0099,99,normal,1,normal,Ward_01,MOTION_ESP32_001,10.98.160.21,LOW,LOW,False,0,1,0,0,1777918639655,1777918639655
INC-0100,100,normal,1,normal,Ward_01,MOTION_ESP32_001,10.98.160.21,LOW,LOW,False,0,1,0,0,1777948519496,1777948519496
INC-0101,101,normal,19,normal,Ward_01,MOTION_ESP32_001,10.98.160.21,LOW,LOW,False,0,19,0,0,1777963064585,1777963470586
INC-0102,102,normal,13,normal,General_Ward,TEMP_ESP32_001,10.18.166.210,LOW,LOW,False,0,13,0,0,1777730888851,1777731103881
INC-0103,103,normal,4,normal,General_Ward,TEMP_ESP32_001,10.18.166.210,LOW,LOW,False,0,4,0,0,1777733064794,1777733116874
INC-0104,104,normal,15,normal,General_Ward,TEMP_ESP32_001,10.18.166.210,LOW,LOW,False,0,15,0,0,1777733912187,1777734155189
INC-0105,105,normal,11,normal,General_Ward,TEMP_ESP32_001,10.18.166.210,LOW,LOW,False,0,11,0,0,1777736857423,1777736929944
INC-0106,106,normal,17,normal,General_Ward,TEMP_ESP32_001,10.18.166.210,LOW,LOW,False,0,17,0,0,1777739519324,1777739688781
INC-0107,107,normal,3,normal,General_Ward,TEMP_ESP32_001,10.18.166.210,LOW,LOW,False,0,3,0,0,1777741881971,1777741922722
INC-0108,108,normal,24,normal,General_Ward,TEMP_ESP32_001,10.18.166.210,LOW,LOW,False,0,24,0,0,1777814489522,1777814798089
INC-0109,109,normal,1,normal,General_Ward,TEMP_ESP32_001,10.18.166.210,LOW,LOW,False,0,1,0,0,1777814865015,1777814865015
INC-0110,110,normal,26,normal,General_Ward,TEMP_ESP32_001,10.18.166.210,LOW,LOW,False,0,26,0,0,1777814982858,1777815404751
INC-0111,111,normal,14,normal,General_Ward,TEMP_ESP32_001,10.18.166.210,LOW,LOW,False,0,14,0,0,1777816885105,1777817102830
INC-0112,112,normal,16,normal,General_Ward,TEMP_ESP32_001,10.18.166.210,LOW,LOW,False,0,16,0,0,1777818865423,1777819122198
INC-0113,113,normal,9,normal,General_Ward,TEMP_ESP32_001,10.18.166.210,LOW,LOW,False,0,9,0,0,1777819228527,1777819289026
INC-0114,114,normal,2,normal,General_Ward,TEMP_ESP32_001,10.18.166.210,LOW,LOW,False,0,2,0,0,1777819973960,1777819986158
INC-0115,115,normal,3,normal,General_Ward,TEMP_ESP32_001,10.18.166.210,LOW,LOW,False,0,3,0,0,1777822398740,1777822435018
INC-0116,116,normal,5,normal,General_Ward,TEMP_ESP32_001,10.18.166.210,LOW,LOW,False,0,5,0,0,1777822555043,1777822621472
INC-0117,117,normal,78,normal,General_Ward,TEMP_ESP32_001,10.18.166.210,LOW,LOW,False,0,78,0,0,1777825877417,1777827006422
INC-0118,118,normal,54,normal,General_Ward,TEMP_ESP32_001,10.18.166.210,LOW,LOW,False,0,54,0,0,1777830509486,1777830902072
INC-0119,119,normal,5,normal,General_Ward,TEMP_ESP32_001,10.18.166.210,LOW,LOW,False,0,5,0,0,1777831478805,1777831505795
INC-0120,120,normal,19,normal,General_Ward,TEMP_ESP32_001,10.18.166.210,LOW,LOW,False,0,19,0,0,1777833494022,1777833757228
INC-0121,121,normal,35,normal,General_Ward,TEMP_ESP32_001,10.18.166.210,LOW,LOW,False,0,35,0,0,1777916648347,1777917237534
INC-0122,122,normal,2,normal,General_Ward,TEMP_ESP32_001,10.18.166.210,LOW,LOW,False,0,2,0,0,1777948513834,1777948530301
INC-0123,123,normal,19,normal,General_Ward,TEMP_ESP32_001,10.18.166.210,LOW,LOW,False,0,19,0,0,1777963055626,1777963470586
