created_at,timestamp,device_id,device_type,ward,attack_type,is_attack,priority,priority_confidence,priority_reason,predicted_attack,attack_label,attack_confidence,correlation_verdict,correlation_score,related_alert_count,confirmed_real_attack,confirmed_critical,decision_action,device_state,src_ips,life_support_involved,sensor_log_id,source,mongo_id,group_category,group_id
2026-05-03T15:38:35.213239+00:00,1777822712847,890cc34f,ESP32_Pulse_Oximeter,CRITICAL_CARE,normal,False,LOW,0.9950596145413544,Predicted LOW from trained Random Forest priority model.,True,ATTACK,0.43,monitor,2.75,2,True,True,quarantine,Quarantined,10.86.xxx.xxx,True,69f76bf9a1550911f4045aee,simulated_live_pipeline,69f76bfba1550911f4045af1,critical,14
2026-05-03T16:30:57.449311+00:00,1777825851196,890cc34f,ESP32_Pulse_Oximeter,CRITICAL_CARE,normal,False,LOW,0.9950596145413544,Predicted LOW from trained Random Forest priority model.,True,ATTACK,0.42,monitor,2.75,3,True,True,quarantine,Quarantined,10.86.xxx.xxx,True,69f7783da1550911f4045b43,simulated_live_pipeline,69f77841a1550911f4045b46,critical,15
2026-05-03T17:35:41.964108+00:00,1777829734881,890cc34f,ESP32_Pulse_Oximeter,CRITICAL_CARE,normal,False,LOW,0.9950596145413544,Predicted LOW from trained Random Forest priority model.,True,ATTACK,0.49,monitor,2.75,2,True,True,quarantine,Quarantined,10.86.xxx.xxx,True,69f7876784f8247a7c5a4473,simulated_live_pipeline,69f7876d84f8247a7c5a4476,critical,16
2026-05-03T17:48:38.928906+00:00,1777830515695,890cc34f,ESP32_Pulse_Oximeter,CRITICAL_CARE,normal,False,LOW,0.9950596145413544,Predicted LOW from trained Random Forest priority model.,True,ATTACK,0.49,monitor,2.75,2,True,True,quarantine,Quarantined,10.86.xxx.xxx,True,69f78a7584f8247a7c5a45ce,simulated_live_pipeline,69f78a7684f8247a7c5a45d1,critical,17
2026-05-03T18:38:03.616923+00:00,1777833478670,890cc34f,ESP32_Pulse_Oximeter,CRITICAL_CARE,normal,False,LOW,0.9950596145413544,Predicted LOW from trained Random Forest priority model.,True,ATTACK,0.49,monitor,2.75,2,True,True,quarantine,Quarantined,10.86.xxx.xxx,True,69f796062c0b4056f8753c51,simulated_live_pipeline,69f7960b2c0b4056f8753c55,critical,18
2026-05-03T18:41:28.443373+00:00,1777833687020,890cc34f,ESP32_Pulse_Oximeter,CRITICAL_CARE,normal,False,LOW,0.9950596145413544,Predicted LOW from trained Random Forest priority model.,True,ATTACK,0.49,monitor,2.75,3,True,True,quarantine,Quarantined,10.86.xxx.xxx,True,69f796d72c0b4056f8753ca4,simulated_live_pipeline,69f796d82c0b4056f8753ca7,critical,19
2026-05-04T17:45:28.439202+00:00,1777916726925,890cc34f,ESP32_Pulse_Oximeter,CRITICAL_CARE,normal,False,LOW,0.9950596145413544,Predicted LOW from trained Random Forest priority model.,True,ATTACK,0.43,monitor,2.75,3,True,True,quarantine,Quarantined,10.86.xxx.xxx,True,69f8db37708bcb9ccabb42db,simulated_live_pipeline,69f8db38708bcb9ccabb42de,critical,20
2026-05-05T02:35:03.368120+00:00,1777948497878,890cc34f,ESP32_Pulse_Oximeter,CRITICAL_CARE,normal,False,LOW,0.9950596145413544,Predicted LOW from trained Random Forest priority model.,True,ATTACK,0.43,monitor,2.75,2,True,True,quarantine,Quarantined,10.86.xxx.xxx,True,69f957523af830825e2ae64a,simulated_live_pipeline,69f957573af830825e2ae64c,critical,21
2026-05-05T06:39:14.484704+00:00,1777963151198,890cc34f,ESP32_Pulse_Oximeter,CRITICAL_CARE,normal,False,LOW,0.9950596145413544,Predicted LOW from trained Random Forest priority model.,True,ATTACK,0.43,monitor,2.75,2,True,True,quarantine,Quarantined,10.86.xxx.xxx,True,69f9908f06529ee6794d57d5,simulated_live_pipeline,69f9909206529ee6794d57d8,critical,22
2026-05-05T06:39:45.894626+00:00,1777963182402,890cc34f,ESP32_Pulse_Oximeter,CRITICAL_CARE,normal,False,LOW,0.9950596145413544,Predicted LOW from trained Random Forest priority model.,True,ATTACK,0.43,monitor,2.75,3,True,True,quarantine,Quarantined,10.86.xxx.xxx,True,69f990af06529ee6794d57e3,simulated_live_pipeline,69f990b106529ee6794d57e6,critical,22
2026-05-05T06:42:38.262903+00:00,1777963354754,890cc34f,ESP32_Pulse_Oximeter,CRITICAL_CARE,normal,False,LOW,0.9950596145413544,Predicted LOW from trained Random Forest priority model.,True,ATTACK,0.43,monitor,2.75,6,True,True,quarantine,Quarantined,10.86.xxx.xxx,True,69f9915b06529ee6794d5822,simulated_live_pipeline,69f9915e06529ee6794d5825,critical,23
2026-05-05T06:43:49.643170+00:00,1777963426291,890cc34f,ESP32_Pulse_Oximeter,CRITICAL_CARE,normal,False,LOW,0.9950596145413544,Predicted LOW from trained Random Forest priority model.,True,ATTACK,0.43,monitor,2.75,7,True,True,quarantine,Quarantined,10.86.xxx.xxx,True,69f991a206529ee6794d583c,simulated_live_pipeline,69f991a506529ee6794d583f,critical,24
2026-05-05T09:34:40.333777+00:00,1777973672249,890cc34f,ESP32_Pulse_Oximeter,CRITICAL_CARE,normal,False,LOW,0.9950596145413544,Predicted LOW from trained Random Forest priority model.,True,ATTACK,0.51,monitor,2.75,2,True,True,quarantine,Quarantined,10.86.xxx.xxx,True,69f9b9a85311eae26dd7a72e,simulated_live_pipeline,69f9b9b05311eae26dd7a732,critical,25
2026-05-05T18:01:42.940349+00:00,1778004091008,890cc34f,ESP32_Pulse_Oximeter,CRITICAL_CARE,normal,False,LOW,0.9950596145413544,Predicted LOW from trained Random Forest priority model.,True,ATTACK,0.43,monitor,2.75,2,True,True,quarantine,Quarantined,10.86.xxx.xxx,True,69fa307be6b275cedb5dd559,simulated_live_pipeline,69fa3086e6b275cedb5dd55c,critical,26
2026-05-05T20:13:21.958717+00:00,1778011998852,890cc34f,ESP32_Pulse_Oximeter,CRITICAL_CARE,normal,False,LOW,0.9950596145413544,Predicted LOW from trained Random Forest priority model.,True,ATTACK,0.42,monitor,2.75,3,True,True,quarantine,Quarantined,10.86.xxx.xxx,True,69fa4f5fc390ea9364fb936e,simulated_live_pipeline,69fa4f61c390ea9364fb9370,critical,27
2026-05-05T20:20:46.668392+00:00,1778012438957,890cc34f,ESP32_Pulse_Oximeter,CRITICAL_CARE,normal,False,LOW,0.9950596145413544,Predicted LOW from trained Random Forest priority model.,True,ATTACK,0.49,monitor,2.75,3,True,True,quarantine,Quarantined,10.86.xxx.xxx,True,69fa511bc390ea9364fb9419,simulated_live_pipeline,69fa511ec390ea9364fb941c,critical,28
2026-05-06T05:40:40.633240+00:00,1778046035929,890cc34f,ESP32_Pulse_Oximeter,CRITICAL_CARE,normal,False,LOW,0.9950596145413544,Predicted LOW from trained Random Forest priority model.,True,ATTACK,0.49,monitor,2.75,2,True,True,quarantine,Quarantined,10.86.xxx.xxx,True,69fad454872859b33f3752d5,simulated_live_pipeline,69fad458872859b33f3752d9,critical,29
2026-05-02T08:57:59.138866+00:00,1777712278197,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,sensor_spoofing,True,HIGH,0.9833411044639304,Predicted HIGH from trained Random Forest priority model.,True,ATTACK,0.7,suspicious,4.25,1,True,True,quarantine,Quarantined,10.38.16.20,False,69f5bc96b1f1d39229d2ab12,simulated_live_pipeline,69f5bc97b1f1d39229d2ab14,critical,30
2026-05-02T14:45:23.572423+00:00,1777733122565,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,sensor_spoofing,True,HIGH,0.9833411044639304,Predicted HIGH from trained Random Forest priority model.,False,BENIGN,0.54,suspicious,3.25,5,True,True,quarantine,Quarantined,10.38.16.20,False,69f60e03453188b2bc9d1242,simulated_live_pipeline,69f60e03453188b2bc9d1244,critical,31
2026-05-02T15:45:58.870189+00:00,1777736754587,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,sensor_spoofing,True,HIGH,0.9664899292818356,Predicted HIGH from trained Random Forest priority model.,False,UNKNOWN_OR_NO_SIGNAL,0.62,suspicious,5.25,2,True,True,quarantine,Quarantined,10.38.16.20,False,69f61c33faaf024a1b7eb8dc,simulated_live_pipeline,69f61c36faaf024a1b7eb8de,critical,32
2026-05-02T15:47:38.759360+00:00,1777736857423,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,sensor_spoofing,True,HIGH,0.9664899292818356,Predicted HIGH from trained Random Forest priority model.,False,UNKNOWN_OR_NO_SIGNAL,0.62,confirmed_attack,7.25,3,True,True,quarantine,Quarantined,10.38.16.20,False,69f61c99faaf024a1b7eb8e3,simulated_live_pipeline,69f61c9afaaf024a1b7eb8e5,critical,33
2026-05-02T16:33:36.296902+00:00,1777739614668,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,sensor_spoofing,True,HIGH,0.9415473184071556,Predicted HIGH from trained Random Forest priority model.,True,ATTACK,0.56,confirmed_attack,6.25,3,True,True,quarantine,Quarantined,10.38.16.20,False,69f6275fb8fc9e75fcfa1b34,simulated_live_pipeline,69f62760b8fc9e75fcfa1b37,critical,34
2026-05-02T17:12:26.322657+00:00,1777741944528,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,sensor_spoofing,True,HIGH,0.9415473184071556,Predicted HIGH from trained Random Forest priority model.,True,ATTACK,0.56,confirmed_attack,6.25,5,True,True,quarantine,Quarantined,10.38.16.20,False,69f63079b8fc9e75fcfa1bde,simulated_live_pipeline,69f6307ab8fc9e75fcfa1be1,critical,35
2026-05-03T13:22:01.559355+00:00,1777814519904,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,sensor_spoofing,True,HIGH,0.9415473184071556,Predicted HIGH from trained Random Forest priority model.,True,ATTACK,0.56,confirmed_attack,6.25,4,True,True,quarantine,Quarantined,10.38.16.20,False,69f74bf8a1550911f404576c,simulated_live_pipeline,69f74bf9a1550911f404576f,critical,36
2026-05-03T13:23:04.855951+00:00,1777814583238,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,sensor_spoofing,True,HIGH,0.9415473184071556,Predicted HIGH from trained Random Forest priority model.,True,ATTACK,0.57,confirmed_attack,8.25,5,True,True,quarantine,Quarantined,10.38.16.20,False,69f74c37a1550911f40457aa,simulated_live_pipeline,69f74c38a1550911f40457ad,critical,37
2026-05-03T13:23:56.071648+00:00,1777814634918,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,normal,False,LOW,0.9847288974183998,Predicted LOW from trained Random Forest priority model.,False,UNKNOWN_OR_NO_SIGNAL,0.68,suspicious,4.25,6,False,True,rollback,Restored,10.38.16.20,False,69f74c6ba1550911f40457ce,simulated_live_pipeline,69f74c6ca1550911f40457d0,critical,37
2026-05-03T13:24:19.841141+00:00,1777814658750,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,normal,False,LOW,0.9847288974183998,Predicted LOW from trained Random Forest priority model.,False,UNKNOWN_OR_NO_SIGNAL,0.68,suspicious,4.25,7,False,True,rollback,Restored,10.38.16.20,False,69f74c83a1550911f40457db,simulated_live_pipeline,69f74c83a1550911f40457dd,critical,37
2026-05-03T14:40:30.376497+00:00,1777819228527,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,sensor_spoofing,True,HIGH,0.9444164745379748,Predicted HIGH from trained Random Forest priority model.,True,ATTACK,0.56,confirmed_attack,6.25,2,True,True,quarantine,Quarantined,10.38.16.20,False,69f75e5da1550911f4045a13,simulated_live_pipeline,69f75e5ea1550911f4045a16,critical,38
2026-05-03T17:48:37.513444+00:00,1777830515695,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,sensor_spoofing,True,HIGH,0.9444164745379748,Predicted HIGH from trained Random Forest priority model.,True,ATTACK,0.55,confirmed_attack,6.25,2,True,True,quarantine,Quarantined,10.38.16.20,False,69f78a7484f8247a7c5a45ca,simulated_live_pipeline,69f78a7584f8247a7c5a45cd,critical,39
2026-05-03T18:42:08.717457+00:00,1777833727037,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,sensor_spoofing,True,HIGH,0.9415473184071556,Predicted HIGH from trained Random Forest priority model.,True,ATTACK,0.55,confirmed_attack,6.25,4,True,True,quarantine,Quarantined,10.38.16.20,False,69f796ff2c0b4056f8753cb7,simulated_live_pipeline,69f797002c0b4056f8753cba,critical,40
2026-05-05T06:44:21.187834+00:00,1777963457261,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,sensor_spoofing,True,HIGH,0.9415473184071556,Predicted HIGH from trained Random Forest priority model.,True,ATTACK,0.56,confirmed_attack,6.25,8,True,True,quarantine,Quarantined,10.38.16.20,False,69f991c206529ee6794d5849,simulated_live_pipeline,69f991c506529ee6794d584c,critical,41
2026-05-05T20:20:58.760297+00:00,1778012454275,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,sensor_spoofing,True,HIGH,0.9415473184071556,Predicted HIGH from trained Random Forest priority model.,True,ATTACK,0.57,confirmed_attack,6.25,22,True,True,quarantine,Quarantined,10.38.16.20,False,69fa5127c390ea9364fb9420,simulated_live_pipeline,69fa512ac390ea9364fb9423,critical,42
2026-05-06T05:42:19.818234+00:00,1778046137903,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,sensor_spoofing,True,HIGH,0.9444164745379748,Predicted HIGH from trained Random Forest priority model.,True,ATTACK,0.57,confirmed_attack,6.25,15,True,True,quarantine,Quarantined,10.38.16.20,False,69fad4ba872859b33f37532a,simulated_live_pipeline,69fad4bb872859b33f37532d,critical,43
2026-05-02T08:57:47.461961+00:00,1777712266039,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,ddos,True,HIGH,0.9740493252726848,Predicted HIGH from trained Random Forest priority model.,True,ATTACK,0.54,suspicious,4.25,1,True,False,quarantine,Quarantined,10.98.160.21,False,69f5bc8bb1f1d39229d2ab0c,simulated_live_pipeline,69f5bc8bb1f1d39229d2ab0e,high,44
2026-05-03T15:37:23.564214+00:00,1777822642037,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,device_identity_spoofing,True,HIGH,0.7319926036422646,Predicted HIGH from trained Random Forest priority model.,False,BENIGN,0.45,suspicious,5.25,11,True,False,quarantine,Quarantined,10.98.160.21,False,69f76bb2a1550911f4045ac9,simulated_live_pipeline,69f76bb3a1550911f4045acb,high,45
2026-05-03T18:04:53.759893+00:00,1777831492011,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,device_identity_spoofing,True,HIGH,0.7942670499690138,Predicted HIGH from trained Random Forest priority model.,True,ATTACK,0.7,confirmed_attack,6.25,4,True,False,quarantine,Quarantined,10.98.160.21,False,69f78e4484f8247a7c5a471e,simulated_live_pipeline,69f78e4584f8247a7c5a4720,high,46
2026-05-05T09:38:53.277866+00:00,1777973929003,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,device_identity_spoofing,True,HIGH,0.8077944526439296,Predicted HIGH from trained Random Forest priority model.,True,ATTACK,0.7,confirmed_attack,6.25,8,True,False,quarantine,Quarantined,10.98.160.21,False,69f9baaa5311eae26dd7a763,simulated_live_pipeline,69f9baad5311eae26dd7a766,high,47
2026-05-05T20:18:38.496835+00:00,1778012315323,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,device_identity_spoofing,True,HIGH,0.7319926036422646,Predicted HIGH from trained Random Forest priority model.,False,BENIGN,0.42,suspicious,5.25,24,True,False,quarantine,Quarantined,10.98.160.21,False,69fa509cc390ea9364fb93fc,simulated_live_pipeline,69fa509ec390ea9364fb93fe,high,48
2026-05-05T20:20:43.373631+00:00,1778012438957,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,device_identity_spoofing,True,HIGH,0.7942670499690139,Predicted HIGH from trained Random Forest priority model.,True,ATTACK,0.7,confirmed_attack,8.25,18,True,False,quarantine,Quarantined,10.98.160.21,False,69fa5117c390ea9364fb9415,simulated_live_pipeline,69fa511bc390ea9364fb9418,high,49
2026-05-06T05:40:48.171777+00:00,1778046046511,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,device_identity_spoofing,True,HIGH,0.8077944526439295,Predicted HIGH from trained Random Forest priority model.,True,ATTACK,0.69,confirmed_attack,6.25,2,True,False,quarantine,Quarantined,10.98.160.21,False,69fad45e872859b33f3752de,simulated_live_pipeline,69fad460872859b33f3752e1,high,50
2026-05-02T08:57:53.242077+00:00,1777712272331,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,data_tampering,True,HIGH,0.9641226008943344,Predicted HIGH from trained Random Forest priority model.,True,ATTACK,0.59,confirmed_attack,6.25,2,True,False,monitor,Normal,10.18.166.210,False,69f5bc90b1f1d39229d2ab0f,simulated_live_pipeline,69f5bc91b1f1d39229d2ab11,high,51
2026-05-02T15:48:59.446102+00:00,1777736937325,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,device_identity_spoofing,True,HIGH,0.9221633568533154,Predicted HIGH from trained Random Forest priority model.,False,BENIGN,0.53,suspicious,5.25,13,True,False,quarantine,Quarantined,10.18.166.210,False,69f61ceafaaf024a1b7eb92c,simulated_live_pipeline,69f61cebfaaf024a1b7eb92e,high,52
2026-05-02T16:34:57.806738+00:00,1777739696465,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,device_identity_spoofing,True,HIGH,0.9221633568533154,Predicted HIGH from trained Random Forest priority model.,False,BENIGN,0.53,suspicious,5.25,19,True,False,quarantine,Quarantined,10.18.166.210,False,69f627b0b8fc9e75fcfa1b7a,simulated_live_pipeline,69f627b1b8fc9e75fcfa1b7c,high,53
2026-05-02T16:36:21.594441+00:00,1777739780251,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,device_identity_spoofing,True,HIGH,0.9221633568533154,Predicted HIGH from trained Random Forest priority model.,False,BENIGN,0.53,confirmed_attack,7.25,20,True,False,quarantine,Quarantined,10.18.166.210,False,69f62804b8fc9e75fcfa1b9b,simulated_live_pipeline,69f62805b8fc9e75fcfa1b9d,high,54
2026-05-02T17:12:17.152736+00:00,1777741934824,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,device_identity_spoofing,True,HIGH,0.9543048598889942,Predicted HIGH from trained Random Forest priority model.,True,ATTACK,0.67,confirmed_attack,6.25,5,True,False,quarantine,Quarantined,10.18.166.210,False,69f6306fb8fc9e75fcfa1bd4,simulated_live_pipeline,69f63071b8fc9e75fcfa1bd7,high,55
2026-05-03T13:40:34.358754+00:00,1777815631996,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,device_identity_spoofing,True,HIGH,0.9221633568533154,Predicted HIGH from trained Random Forest priority model.,False,BENIGN,0.53,suspicious,5.25,7,True,False,quarantine,Quarantined,10.18.166.210,False,69f75050a1550911f40458bd,simulated_live_pipeline,69f75052a1550911f40458bf,high,56
2026-05-03T14:53:14.989379+00:00,1777819993349,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,device_identity_spoofing,True,HIGH,0.9221633568533154,Predicted HIGH from trained Random Forest priority model.,False,BENIGN,0.53,suspicious,5.25,4,True,False,quarantine,Quarantined,10.18.166.210,False,69f76159a1550911f4045a59,simulated_live_pipeline,69f7615aa1550911f4045a5b,high,57
2026-05-03T15:37:15.126903+00:00,1777822633616,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,device_identity_spoofing,True,HIGH,0.9221633568533154,Predicted HIGH from trained Random Forest priority model.,False,BENIGN,0.53,suspicious,5.25,10,True,False,quarantine,Quarantined,10.18.166.210,False,69f76baaa1550911f4045ac0,simulated_live_pipeline,69f76baba1550911f4045ac2,high,58
2026-05-03T16:50:17.711460+00:00,1777827013746,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,device_identity_spoofing,True,HIGH,0.9543048598889942,Predicted HIGH from trained Random Forest priority model.,True,ATTACK,0.67,confirmed_attack,6.25,34,True,False,quarantine,Quarantined,10.18.166.210,False,69f77cc622db64b2287e56a3,simulated_live_pipeline,69f77cc922db64b2287e56a6,high,59
2026-05-03T18:16:40.597146+00:00,1777832198088,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,device_identity_spoofing,True,HIGH,0.9221633568533154,Predicted HIGH from trained Random Forest priority model.,False,BENIGN,0.53,suspicious,5.25,2,True,False,quarantine,Quarantined,10.18.166.210,False,69f7910722db64b2287e57a3,simulated_live_pipeline,69f7910822db64b2287e57a5,high,60
2026-05-05T07:40:22.997000+00:00,1777966818712,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,device_identity_spoofing,True,HIGH,0.9036312822725564,Predicted HIGH from trained Random Forest priority model.,True,ATTACK,0.67,confirmed_attack,6.25,5,True,False,quarantine,Quarantined,10.18.166.210,False,69f99ee306529ee6794d586b,simulated_live_pipeline,69f99ee606529ee6794d586e,high,61
