created_at,timestamp,device_id,device_type,ward,attack_type,is_attack,priority,priority_confidence,priority_reason,predicted_attack,attack_label,attack_confidence,correlation_verdict,correlation_score,related_alert_count,confirmed_real_attack,confirmed_critical,decision_action,device_state,src_ips,life_support_involved,sensor_log_id,source,mongo_id
2026-05-02T14:09:04.847909+00:00,1777730943875,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,normal,False,LOW,0.9847288974183998,Predicted LOW from trained Random Forest priority model.,False,UNKNOWN_OR_NO_SIGNAL,0.57,monitor,0.25,3,False,False,monitor,Normal,10.38.16.20,False,69f605803f61b8e053c6e541,simulated_live_pipeline,69f605803f61b8e053c6e543
2026-05-02T14:09:10.539779+00:00,1777730949573,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,normal,False,LOW,0.9933152347492813,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.53,monitor,0.25,4,False,False,monitor,Normal,10.18.166.210,False,69f605863f61b8e053c6e544,simulated_live_pipeline,69f605863f61b8e053c6e546
2026-05-02T14:09:16.228668+00:00,1777730955209,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,normal,False,LOW,1.0,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.57,monitor,0.25,4,False,False,monitor,Normal,10.98.160.21,False,69f6058b3f61b8e053c6e547,simulated_live_pipeline,69f6058c3f61b8e053c6e549
2026-05-02T14:09:22.048326+00:00,1777730961061,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,normal,False,LOW,0.9847288974183998,Predicted LOW from trained Random Forest priority model.,False,UNKNOWN_OR_NO_SIGNAL,0.62,monitor,0.25,4,False,False,monitor,Normal,10.38.16.20,False,69f605913f61b8e053c6e54a,simulated_live_pipeline,69f605923f61b8e053c6e54c
2026-05-02T14:09:27.704558+00:00,1777730966774,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,normal,False,LOW,0.9933152347492813,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.53,monitor,0.25,5,False,False,monitor,Normal,10.18.166.210,False,69f605973f61b8e053c6e54d,simulated_live_pipeline,69f605973f61b8e053c6e54f
2026-05-02T14:09:33.547132+00:00,1777730972488,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,normal,False,LOW,1.0,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.54,monitor,0.25,5,False,False,monitor,Normal,10.98.160.21,False,69f6059d3f61b8e053c6e550,simulated_live_pipeline,69f6059d3f61b8e053c6e552
2026-05-02T14:09:39.317516+00:00,1777730978404,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,normal,False,LOW,0.9847288974183998,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.73,monitor,0.25,5,False,False,monitor,Normal,10.38.16.20,False,69f605a23f61b8e053c6e553,simulated_live_pipeline,69f605a33f61b8e053c6e555
2026-05-02T14:09:44.957776+00:00,1777730983998,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,normal,False,LOW,0.9933152347492813,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.53,monitor,0.25,6,False,False,monitor,Normal,10.18.166.210,False,69f605a83f61b8e053c6e556,simulated_live_pipeline,69f605a83f61b8e053c6e558
2026-05-02T14:09:50.664100+00:00,1777730989628,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,normal,False,LOW,1.0,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.6,monitor,0.25,6,False,False,monitor,Normal,10.98.160.21,False,69f605ae3f61b8e053c6e559,simulated_live_pipeline,69f605ae3f61b8e053c6e55b
2026-05-02T14:09:56.463160+00:00,1777730995472,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,normal,False,LOW,0.9847288974183998,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.61,monitor,0.25,6,False,False,monitor,Normal,10.38.16.20,False,69f605b43f61b8e053c6e55c,simulated_live_pipeline,69f605b43f61b8e053c6e55e
2026-05-02T14:10:02.256423+00:00,1777731001126,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,normal,False,LOW,0.9933152347492813,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.53,monitor,0.25,7,False,False,monitor,Normal,10.18.166.210,False,69f605b93f61b8e053c6e55f,simulated_live_pipeline,69f605ba3f61b8e053c6e561
2026-05-02T14:10:07.892768+00:00,1777731006922,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,normal,False,LOW,1.0,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.47,monitor,0.25,7,False,False,monitor,Normal,10.98.160.21,False,69f605bf3f61b8e053c6e562,simulated_live_pipeline,69f605bf3f61b8e053c6e564
2026-05-02T14:10:13.622755+00:00,1777731012687,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,normal,False,LOW,0.9847288974183998,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.65,monitor,0.25,7,False,False,monitor,Normal,10.38.16.20,False,69f605c53f61b8e053c6e565,simulated_live_pipeline,69f605c53f61b8e053c6e567
2026-05-02T14:10:19.193546+00:00,1777731018298,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,normal,False,LOW,0.9933152347492813,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.53,monitor,0.25,8,False,False,monitor,Normal,10.18.166.210,False,69f605ca3f61b8e053c6e568,simulated_live_pipeline,69f605cb3f61b8e053c6e56a
2026-05-02T14:10:25.062455+00:00,1777731023877,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,normal,False,LOW,1.0,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.57,monitor,0.25,8,False,False,monitor,Normal,10.98.160.21,False,69f605d03f61b8e053c6e56b,simulated_live_pipeline,69f605d13f61b8e053c6e56d
2026-05-02T14:10:30.848164+00:00,1777731029845,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,normal,False,LOW,0.9847288974183998,Predicted LOW from trained Random Forest priority model.,False,UNKNOWN_OR_NO_SIGNAL,0.56,monitor,0.25,8,False,False,monitor,Normal,10.38.16.20,False,69f605d63f61b8e053c6e56e,simulated_live_pipeline,69f605d63f61b8e053c6e570
2026-05-02T14:10:36.438981+00:00,1777731035526,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,normal,False,LOW,0.9933152347492813,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.53,monitor,0.25,9,False,False,monitor,Normal,10.18.166.210,False,69f605dc3f61b8e053c6e571,simulated_live_pipeline,69f605dc3f61b8e053c6e573
2026-05-02T14:10:42.198156+00:00,1777731041117,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,normal,False,LOW,1.0,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.53,monitor,0.25,9,False,False,monitor,Normal,10.98.160.21,False,69f605e13f61b8e053c6e574,simulated_live_pipeline,69f605e23f61b8e053c6e576
2026-05-02T14:10:47.815234+00:00,1777731046949,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,normal,False,LOW,0.9847288974183998,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.66,monitor,0.25,9,False,False,monitor,Normal,10.38.16.20,False,69f605e73f61b8e053c6e577,simulated_live_pipeline,69f605e73f61b8e053c6e579
2026-05-02T14:10:53.339818+00:00,1777731052501,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,normal,False,LOW,0.9933152347492813,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.53,monitor,0.25,10,False,False,monitor,Normal,10.18.166.210,False,69f605ec3f61b8e053c6e57a,simulated_live_pipeline,69f605ed3f61b8e053c6e57c
2026-05-02T14:10:59.007992+00:00,1777731058013,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,normal,False,LOW,1.0,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.55,monitor,0.25,10,False,False,monitor,Normal,10.98.160.21,False,69f605f23f61b8e053c6e57d,simulated_live_pipeline,69f605f33f61b8e053c6e57f
2026-05-02T14:11:04.756189+00:00,1777731063745,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,normal,False,LOW,0.9847288974183998,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.57,monitor,0.25,10,False,False,monitor,Normal,10.38.16.20,False,69f605f83f61b8e053c6e580,simulated_live_pipeline,69f605f83f61b8e053c6e582
2026-05-02T14:11:10.382727+00:00,1777731069434,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,normal,False,LOW,0.9933152347492813,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.53,monitor,0.25,11,False,False,monitor,Normal,10.18.166.210,False,69f605fe3f61b8e053c6e583,simulated_live_pipeline,69f605fe3f61b8e053c6e585
2026-05-02T14:11:16.109583+00:00,1777731075089,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,normal,False,LOW,1.0,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.52,monitor,0.25,11,False,False,monitor,Normal,10.98.160.21,False,69f606033f61b8e053c6e586,simulated_live_pipeline,69f606043f61b8e053c6e588
2026-05-02T14:11:21.783584+00:00,1777731080886,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,normal,False,LOW,0.9847288974183998,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.83,monitor,0.25,11,False,False,monitor,Normal,10.38.16.20,False,69f606093f61b8e053c6e589,simulated_live_pipeline,69f606093f61b8e053c6e58b
2026-05-02T14:11:27.725607+00:00,1777731086577,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,normal,False,LOW,0.9933152347492813,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.53,monitor,0.25,12,False,False,monitor,Normal,10.18.166.210,False,69f6060f3f61b8e053c6e58c,simulated_live_pipeline,69f6060f3f61b8e053c6e58e
2026-05-02T14:11:33.431446+00:00,1777731092395,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,normal,False,LOW,1.0,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.57,monitor,0.25,12,False,False,monitor,Normal,10.98.160.21,False,69f606153f61b8e053c6e58f,simulated_live_pipeline,69f606153f61b8e053c6e591
2026-05-02T14:11:39.114000+00:00,1777731098181,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,normal,False,LOW,0.9847288974183998,Predicted LOW from trained Random Forest priority model.,False,UNKNOWN_OR_NO_SIGNAL,0.69,monitor,0.25,12,False,False,monitor,Normal,10.38.16.20,False,69f6061a3f61b8e053c6e592,simulated_live_pipeline,69f6061b3f61b8e053c6e594
2026-05-02T14:11:45.088408+00:00,1777731103881,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,normal,False,LOW,0.9933152347492813,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.53,monitor,0.25,13,False,False,monitor,Normal,10.18.166.210,False,69f606203f61b8e053c6e595,simulated_live_pipeline,69f606213f61b8e053c6e597
2026-05-02T14:11:51.049844+00:00,1777731109807,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,normal,False,LOW,1.0,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.47,monitor,0.25,13,False,False,monitor,Normal,10.98.160.21,False,69f606263f61b8e053c6e598,simulated_live_pipeline,69f606273f61b8e053c6e59a
2026-05-02T14:44:20.110649+00:00,1777733055919,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,normal,False,LOW,0.9847288974183998,Predicted LOW from trained Random Forest priority model.,False,UNKNOWN_OR_NO_SIGNAL,0.61,monitor,0.25,1,False,False,monitor,Normal,10.38.16.20,False,69f60dc3453188b2bc9d1221,simulated_live_pipeline,69f60dc4453188b2bc9d1223
2026-05-02T14:44:26.094339+00:00,1777733064794,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,normal,False,LOW,0.9933152347492813,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.53,monitor,0.25,1,False,False,monitor,Normal,10.18.166.210,False,69f60dc9453188b2bc9d1224,simulated_live_pipeline,69f60dca453188b2bc9d1226
2026-05-02T14:44:31.951973+00:00,1777733070787,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,normal,False,LOW,1.0,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.59,monitor,0.25,1,False,False,monitor,Normal,10.98.160.21,False,69f60dcf453188b2bc9d1227,simulated_live_pipeline,69f60dcf453188b2bc9d1229
2026-05-02T14:44:37.700817+00:00,1777733076723,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,normal,False,LOW,0.9847288974183998,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.62,monitor,0.25,2,False,False,monitor,Normal,10.38.16.20,False,69f60dd5453188b2bc9d122a,simulated_live_pipeline,69f60dd5453188b2bc9d122c
2026-05-02T14:44:43.443936+00:00,1777733082394,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,normal,False,LOW,0.9933152347492813,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.53,monitor,0.25,2,False,False,monitor,Normal,10.18.166.210,False,69f60ddb453188b2bc9d122d,simulated_live_pipeline,69f60ddb453188b2bc9d122f
2026-05-02T14:44:49.083530+00:00,1777733088102,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,normal,False,LOW,1.0,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.59,monitor,0.25,2,False,False,monitor,Normal,10.98.160.21,False,69f60de0453188b2bc9d1230,simulated_live_pipeline,69f60de1453188b2bc9d1232
2026-05-02T14:44:55.005050+00:00,1777733093868,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,normal,False,LOW,0.9847288974183998,Predicted LOW from trained Random Forest priority model.,False,UNKNOWN_OR_NO_SIGNAL,0.55,monitor,0.25,3,False,False,monitor,Normal,10.38.16.20,False,69f60de6453188b2bc9d1233,simulated_live_pipeline,69f60de7453188b2bc9d1235
2026-05-02T14:45:00.720369+00:00,1777733099700,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,normal,False,LOW,0.9933152347492813,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.53,monitor,0.25,3,False,False,monitor,Normal,10.18.166.210,False,69f60dec453188b2bc9d1236,simulated_live_pipeline,69f60dec453188b2bc9d1238
2026-05-02T14:45:06.358982+00:00,1777733105398,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,normal,False,LOW,1.0,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.54,monitor,0.25,3,False,False,monitor,Normal,10.98.160.21,False,69f60df2453188b2bc9d1239,simulated_live_pipeline,69f60df2453188b2bc9d123b
2026-05-02T14:45:12.162455+00:00,1777733111158,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,normal,False,LOW,0.9847288974183998,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.63,monitor,0.25,4,False,False,monitor,Normal,10.38.16.20,False,69f60df7453188b2bc9d123c,simulated_live_pipeline,69f60df8453188b2bc9d123e
2026-05-02T14:45:17.877447+00:00,1777733116874,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,normal,False,LOW,0.9933152347492813,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.53,monitor,0.25,4,False,False,monitor,Normal,10.18.166.210,False,69f60dfd453188b2bc9d123f,simulated_live_pipeline,69f60dfd453188b2bc9d1241
2026-05-02T14:45:23.572423+00:00,1777733122565,ECG_ESP32_001,ESP32_ECG_Monitor,Ward_02,sensor_spoofing,True,HIGH,0.9833411044639303,Predicted HIGH from trained Random Forest priority model.,False,BENIGN,0.54,suspicious,3.25,5,True,True,quarantine,Quarantined,10.38.16.20,False,69f60e03453188b2bc9d1242,simulated_live_pipeline,69f60e03453188b2bc9d1244
2026-05-02T14:58:38.572943+00:00,1777733912187,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,normal,False,LOW,0.9933152347492813,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.53,monitor,0.25,1,False,False,monitor,Normal,10.18.166.210,False,69f6111de26b3e3522af1896,simulated_live_pipeline,69f6111ee26b3e3522af1898
2026-05-02T14:58:45.328139+00:00,1777733923222,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,normal,False,LOW,1.0,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.53,monitor,0.25,1,False,False,monitor,Normal,10.98.160.21,False,69f61124e26b3e3522af189a,simulated_live_pipeline,69f61125e26b3e3522af189c
2026-05-02T14:58:55.633149+00:00,1777733934633,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,normal,False,LOW,0.9933152347492813,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.53,monitor,0.25,2,False,False,monitor,Normal,10.18.166.210,False,69f6112fe26b3e3522af189d,simulated_live_pipeline,69f6112fe26b3e3522af189f
2026-05-02T14:59:01.932009+00:00,1777733940245,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,normal,False,LOW,1.0,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.51,monitor,0.25,2,False,False,monitor,Normal,10.98.160.21,False,69f61135e26b3e3522af18a0,simulated_live_pipeline,69f61135e26b3e3522af18a2
2026-05-02T14:59:12.208286+00:00,1777733951179,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,normal,False,LOW,0.9933152347492813,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.53,monitor,0.25,3,False,False,monitor,Normal,10.18.166.210,False,69f6113fe26b3e3522af18a3,simulated_live_pipeline,69f61140e26b3e3522af18a5
2026-05-02T14:59:19.986823+00:00,1777733956800,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,normal,False,LOW,1.0,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.48,monitor,0.25,3,False,False,monitor,Normal,10.98.160.21,False,69f61147e26b3e3522af18a6,simulated_live_pipeline,69f61147e26b3e3522af18a8
2026-05-02T14:59:32.342870+00:00,1777733969398,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,normal,False,LOW,0.9933152347492813,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.53,monitor,0.25,4,False,False,monitor,Normal,10.18.166.210,False,69f61153e26b3e3522af18a9,simulated_live_pipeline,69f61154e26b3e3522af18ab
2026-05-02T14:59:38.606177+00:00,1777733977000,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,normal,False,LOW,1.0,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.54,monitor,0.25,4,False,False,monitor,Normal,10.98.160.21,False,69f6115ae26b3e3522af18ac,simulated_live_pipeline,69f6115ae26b3e3522af18ae
2026-05-02T14:59:50.665457+00:00,1777733988114,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,normal,False,LOW,0.9933152347492813,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.53,monitor,0.25,5,False,False,monitor,Normal,10.18.166.210,False,69f61165e26b3e3522af18af,simulated_live_pipeline,69f61166e26b3e3522af18b1
2026-05-02T14:59:56.366994+00:00,1777733995263,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,normal,False,LOW,1.0,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.55,monitor,0.25,5,False,False,monitor,Normal,10.98.160.21,False,69f6116ce26b3e3522af18b2,simulated_live_pipeline,69f6116ce26b3e3522af18b4
2026-05-02T15:00:06.876125+00:00,1777734005632,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,normal,False,LOW,0.9933152347492813,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.53,monitor,0.25,6,False,False,monitor,Normal,10.18.166.210,False,69f61176e26b3e3522af18b5,simulated_live_pipeline,69f61176e26b3e3522af18b7
2026-05-02T15:00:12.794132+00:00,1777734011590,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,normal,False,LOW,1.0,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.58,monitor,0.25,6,False,False,monitor,Normal,10.98.160.21,False,69f6117ce26b3e3522af18b8,simulated_live_pipeline,69f6117ce26b3e3522af18ba
2026-05-02T15:00:23.281633+00:00,1777734022169,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,normal,False,LOW,0.9933152347492813,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.53,monitor,0.25,7,False,False,monitor,Normal,10.18.166.210,False,69f61186e26b3e3522af18bb,simulated_live_pipeline,69f61187e26b3e3522af18bd
2026-05-02T15:00:31.018012+00:00,1777734027867,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,normal,False,LOW,1.0,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.49,monitor,0.25,7,False,False,monitor,Normal,10.98.160.21,False,69f6118de26b3e3522af18be,simulated_live_pipeline,69f6118fe26b3e3522af18c0
2026-05-02T15:00:41.428465+00:00,1777734040280,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,normal,False,LOW,0.9933152347492813,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.53,monitor,0.25,8,False,False,monitor,Normal,10.18.166.210,False,69f61199e26b3e3522af18c1,simulated_live_pipeline,69f61199e26b3e3522af18c3
2026-05-02T15:00:47.333559+00:00,1777734046024,MOTION_ESP32_001,ESP32_Fall_Detection_Motion,Ward_01,normal,False,LOW,1.0,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.51,monitor,0.25,8,False,False,monitor,Normal,10.98.160.21,False,69f6119ee26b3e3522af18c4,simulated_live_pipeline,69f6119fe26b3e3522af18c6
2026-05-02T15:00:57.759158+00:00,1777734056607,TEMP_ESP32_001,ESP32_Temperature_Monitor,General_Ward,normal,False,LOW,0.9933152347492813,Predicted LOW from trained Random Forest priority model.,False,BENIGN,0.53,monitor,0.25,9,False,False,monitor,Normal,10.18.166.210,False,69f611a9e26b3e3522af18c7,simulated_live_pipeline,69f611a9e26b3e3522af18c9
